ID,Fixed_Acidity,Volatile_Acidity,Citric_Acid,Residual_Sugar,Chlorides,Free_SO2,Total_SO2,Density,pH,Sulphates,Alcohol,Quality
4189,6.6,0.39,0.28,,0.036,10.0,92.0,0.99-1.00,Acidic,0.35,12%,6.0
4190,6.3,0.23,0.33,Low,0.052,23.0,118.0,0.99-1.00,Acidic,0.46,10%,6.0
4191,6.3,0.22,0.3,Low,0.05,23.0,120.0,0.99-1.00,Acidic,0.47,10%,6.0
4192,6.4,0.29,0.18,High,0.04,20.2,116.0,0.99-1.00,Acidic,0.5,9%,5.0
4193,6.4,0.29,0.18,High,0.04,21.0,116.0,0.99-1.00,Acidic,0.5,9%,5.0
4194,7.5,0.23,0.3,Low,0.03,27.0,80.0,0.99-1.00,Acidic,0.68,10%,5.0
4195,6.4,0.29,0.18,High,0.04,21.0,116.0,0.99-1.00,Acidic,0.5,9%,5.0
4196,5.7,0.28,0.36,Low,0.041,38.0,90.0,0.99-1.00,Acidic,0.98,11%,7.0
4197,6.5,0.26,0.24,Moderate,0.042,47.0,130.0,0.99-1.00,Acidic,0.4,10%,6.0
4198,6.4,0.27,0.29,Low,0.034,62.0,140.0,0.99-1.00,Acidic,0.59,11%,6.0
4199,5.9,0.22,0.29,Low,0.037,69.0,144.0,0.99-1.00,Acidic,0.74,10%,7.0
4200,6.8,0.26,0.26,Low,0.019,23.5,72.0,0.99-1.00,Acidic,0.47,11%,6.0
4201,7.6,0.36,0.48,High,0.038,42.5,116.0,0.99-1.00,Acidic,0.48,9%,5.0
4202,7.6,0.35,0.47,High,0.037,42.0,116.0,0.99-1.00,Acidic,0.5,9%,5.0
4203,5.7,0.18,0.26,Low,0.023,21.0,96.5,<0.99,Acidic,0.54,12%,6.0
4204,6.6,0.36,0.47,Low,0.145,26.0,124.0,0.99-1.00,Neutral,0.56,10%,6.0
4205,5.9,0.14,0.2,Low,0.04,26.0,114.0,0.99-1.00,Acidic,0.45,11%,6.0
4206,5.5,0.23,0.19,Low,0.044,39.0,161.0,0.99-1.00,Acidic,0.43,10%,6.0
4207,6.7,0.11,0.26,High,0.053,44.0,95.0,0.99-1.00,Acidic,0.35,9%,6.0
4208,7.0,0.24,0.24,Low,0.047,29.0,91.0,0.99-1.00,Acidic,0.43,9%,6.0
4209,6.7,0.11,0.26,,0.053,44.0,95.0,0.99-1.00,Acidic,0.35,9%,6.0
4210,5.3,0.47,0.1,Low,0.036,11.0,74.0,0.99-1.00,Acidic,0.54,11%,4.0
4211,7.5,0.29,0.24,Moderate,0.058,25.0,115.0,0.99-1.00,Acidic,0.46,10%,5.0
4212,6.0,0.33,0.26,,0.051,16.0,119.0,0.99-1.00,Acidic,0.41,9%,5.0
4213,6.0,0.33,0.26,Low,0.051,16.0,119.0,0.99-1.00,Acidic,0.41,9%,5.0
4214,5.8,0.32,0.23,,0.033,39.0,121.0,<0.99,Highly Acidic,0.35,12%,5.0
4215,5.8,0.3,0.23,Low,0.034,37.0,121.0,<0.99,Highly Acidic,0.34,12%,6.0
4216,3.8,0.31,0.02,Moderate,0.036,20.0,114.0,0.99-1.00,Acidic,0.44,12%,6.0
4217,6.2,0.36,0.22,Low,0.038,44.0,145.0,0.99-1.00,Acidic,0.4,11%,6.0
4218,6.0,0.31,0.27,Low,0.042,19.0,120.0,<0.99,Acidic,0.41,12%,7.0
4219,6.9,0.52,0.54,Moderate,0.036,23.0,169.0,0.99-1.00,Acidic,0.47,12%,6.0
4220,7.0,0.55,0.05,Moderate,0.036,19.0,164.0,0.99-1.00,Acidic,0.46,12%,6.0
4221,5.8,0.2,0.16,,0.042,44.0,99.0,<0.99,Acidic,0.37,12%,6.0
4222,6.2,0.36,0.22,Low,0.038,44.0,140.5,0.99-1.00,Acidic,0.4,11%,6.0
4223,6.0,0.31,0.27,Low,0.042,19.0,120.0,<0.99,Acidic,0.41,12%,7.0
4224,6.0,0.29,0.27,Low,0.046,20.0,117.0,<0.99,Acidic,0.41,12%,7.0
4225,5.7,0.22,0.29,Low,0.04,27.0,146.0,<0.99,Acidic,0.36,12%,6.0
4226,7.1,0.46,0.23,High,0.045,44.0,192.0,0.99-1.00,Acidic,0.53,9%,5.0
4227,6.6,0.21,0.3,Moderate,0.041,64.0,174.0,0.99-1.00,Acidic,0.5,10%,6.0
4228,6.9,0.42,0.2,High,0.043,57.0,191.4,0.99-1.00,Acidic,0.54,9%,5.0
4229,5.7,0.22,0.2,High,0.044,41.0,113.0,0.99-1.00,Acidic,0.46,8%,6.0
4230,5.7,0.22,0.2,High,0.042,41.0,113.0,0.99-1.00,Acidic,0.46,8%,6.0
4231,5.7,0.22,0.2,High,0.044,41.7,113.0,0.99-1.00,Acidic,0.46,8%,6.0
4232,5.7,0.22,0.2,High,0.044,39.9,113.0,0.99-1.00,Acidic,0.46,8%,6.0
4233,5.2,0.31,0.2,Low,0.027,27.0,117.0,<0.99,Acidic,0.45,13%,7.0
4234,7.2,0.22,0.35,Low,0.054,37.0,183.0,0.99-1.00,Acidic,0.5,10%,5.0
4235,5.6,0.18,0.29,Low,0.04,5.0,45.8,0.99-1.00,Acidic,0.45,10%,4.0
4236,6.2,0.24,0.27,High,0.04,48.0,129.0,0.99-1.00,Neutral,0.38,10%,6.0
4237,5.7,0.22,0.2,High,0.044,41.0,113.0,0.99-1.00,Acidic,0.46,8%,6.0
4238,5.7,0.26,0.24,High,0.059,23.0,124.0,0.99-1.00,Acidic,0.5,10%,5.0
4239,5.7,0.26,0.24,High,0.059,23.0,124.0,0.99-1.00,Acidic,0.5,10%,5.0
4240,6.0,0.2,0.26,Low,0.049,22.0,93.0,0.99-1.00,Acidic,0.42,11%,6.0
4241,6.0,0.2,0.26,Low,0.049,22.0,93.0,0.99-1.00,Acidic,0.42,11%,6.0
4242,6.0,0.2,0.26,Low,0.049,22.0,93.0,0.99-1.00,Acidic,0.42,11%,6.0
4243,6.0,0.2,0.26,Low,0.049,22.0,93.0,0.99-1.00,Acidic,0.42,11%,6.0
4244,7.6,0.28,0.17,Low,0.046,28.0,117.0,0.99-1.00,Acidic,0.43,10%,5.0
4245,7.0,0.2,0.33,Low,0.03,25.0,76.0,0.99-1.00,Highly Acidic,0.54,10%,6.0
4246,6.6,0.26,0.27,Moderate,0.046,28.0,112.0,0.99-1.00,Highly Acidic,0.49,9%,6.0
4247,5.7,0.26,0.24,High,0.059,23.0,124.0,0.99-1.00,Acidic,0.5,10%,5.0
4248,7.2,0.21,0.36,High,0.046,68.0,183.0,0.99-1.00,Acidic,0.76,9%,5.0
4249,6.9,0.22,0.32,Low,0.04,20.0,119.0,0.99-1.00,Acidic,0.55,11%,6.0
4250,7.2,0.21,0.36,High,0.045,68.0,183.0,0.99-1.00,Acidic,0.76,9%,
4251,7.4,0.22,0.28,Moderate,0.046,22.0,121.0,0.99-1.00,Acidic,0.55,10%,5.0
4252,7.2,0.21,0.36,High,0.045,68.0,185.8,0.99-1.00,Acidic,0.76,9%,5.0
4253,6.9,0.22,0.32,Low,0.041,20.0,119.0,0.99-1.00,Acidic,0.55,11%,6.0
4254,7.0,0.2,0.35,Moderate,0.037,31.0,103.0,0.99-1.00,Acidic,0.49,11%,6.0
4255,5.6,0.26,0.0,Moderate,0.038,13.0,111.0,0.99-1.00,Acidic,0.46,12%,6.0
4256,6.3,0.28,0.3,Low,0.208,60.0,154.0,0.99-1.00,Acidic,0.4,9%,6.0
4257,6.4,0.29,0.3,Low,0.209,62.0,156.0,0.99-1.00,Acidic,0.4,9%,5.0
4258,7.2,0.34,0.23,Moderate,0.105,22.0,155.0,0.99-1.00,Acidic,0.58,9%,5.0
4259,7.1,0.39,0.39,Moderate,0.034,25.0,204.0,0.99-1.00,Acidic,0.52,10%,6.0
4260,6.9,0.26,0.29,Low,0.043,33.0,114.0,0.99-1.00,Acidic,0.31,12%,6.0
4261,6.1,0.24,0.25,Low,0.044,24.0,115.0,0.99-1.00,Acidic,0.59,10%,6.0
4262,5.9,0.25,0.24,Moderate,0.044,21.0,113.0,0.99-1.00,Acidic,0.58,10%,6.0
4263,6.1,0.24,0.27,Moderate,0.05,51.0,133.0,0.99-1.00,Acidic,0.37,10%,6.0
4264,6.5,0.22,0.27,Low,0.039,36.0,116.0,0.99-1.00,Acidic,0.57,11%,7.0
4265,6.2,0.26,0.29,Low,0.036,16.0,87.0,0.99-1.00,Acidic,0.61,11%,6.0
4266,6.6,0.34,0.25,Low,0.038,16.0,121.0,0.99-1.00,Acidic,0.71,12%,6.0
4267,5.6,0.225,0.24,Moderate,0.054,59.0,140.0,0.99-1.00,Acidic,0.39,10%,6.0
4268,7.1,0.23,0.28,Low,0.046,33.0,103.0,<0.99,Acidic,0.31,12%,5.0
4269,6.9,0.26,0.29,Low,0.043,33.0,114.0,0.99-1.00,Acidic,0.31,12%,6.0
4270,6.4,0.27,0.3,Low,0.04,19.0,86.0,0.99-1.00,Acidic,0.65,11%,6.0
4271,6.3,0.41,0.22,Moderate,0.035,23.0,117.0,0.99-1.00,Acidic,0.39,11%,7.0
4272,6.7,0.41,0.24,Low,0.035,33.0,115.0,0.99-1.00,Acidic,0.44,12%,7.0
4273,7.2,0.585,0.2,Moderate,0.086,17.0,94.0,0.99-1.00,Acidic,0.4,9%,5.0
4274,6.7,0.34,0.26,Low,0.038,58.0,138.0,<0.99,Acidic,0.47,12%,7.0
4275,6.3,0.41,0.22,Moderate,0.035,23.0,117.0,0.99-1.00,Acidic,0.39,11%,7.0
4276,6.7,0.41,0.24,Low,0.035,33.0,115.0,0.99-1.00,Acidic,0.44,12%,7.0
4277,6.4,0.26,0.35,Moderate,0.056,45.0,191.0,0.99-1.00,Acidic,0.5,9%,
4278,6.3,0.28,0.22,Moderate,0.036,27.0,150.0,0.99-1.00,Acidic,0.33,10%,6.0
4279,7.4,0.16,0.33,Low,0.042,47.0,121.0,0.99-1.00,Acidic,0.68,10%,7.0
4280,8.4,0.27,0.3,Low,0.037,36.0,129.0,0.99-1.00,Highly Acidic,0.3,11%,6.0
4281,5.9,0.2,0.28,,0.043,46.4,100.0,0.99-1.00,Acidic,0.41,11%,6.0
4282,6.4,0.24,0.26,Moderate,0.054,47.0,182.0,0.99-1.00,Acidic,0.5,9%,5.0
4283,7.4,0.38,0.34,Moderate,0.052,44.0,168.0,0.99-1.00,Acidic,0.52,9%,5.0
4284,6.4,0.24,0.26,Moderate,0.054,47.0,182.0,0.99-1.00,Acidic,0.5,9%,5.0
4285,6.4,0.42,0.19,Moderate,0.043,28.0,145.0,0.99-1.00,Acidic,0.53,10%,5.0
4286,6.4,0.23,0.26,Moderate,0.052,47.0,181.0,0.99-1.00,Acidic,0.49,9%,5.0
4287,6.4,0.24,0.26,,0.054,47.0,182.0,0.99-1.00,Acidic,0.5,9%,5.0
4288,7.4,0.38,0.34,Moderate,0.052,44.0,168.0,0.99-1.00,Acidic,0.52,9%,5.0
4289,7.3,0.19,0.27,High,0.057,45.0,155.0,0.99-1.00,Highly Acidic,0.41,8%,8.0
4290,7.3,0.19,0.27,High,0.057,45.0,155.0,0.99-1.00,Highly Acidic,0.41,8%,8.0
4291,7.3,0.19,0.27,High,0.057,45.0,155.0,0.99-1.00,Highly Acidic,0.41,8%,8.0
4292,7.3,0.19,0.27,High,0.057,45.0,155.0,0.99-1.00,Highly Acidic,0.41,8%,8.0
4293,7.3,0.19,0.27,High,0.057,45.0,155.0,0.99-1.00,Highly Acidic,0.41,8%,8.0
4294,7.3,0.19,0.27,High,0.057,45.0,155.0,0.99-1.00,Highly Acidic,0.41,8%,8.0
4295,7.3,0.19,0.27,High,0.057,45.0,155.0,0.99-1.00,Highly Acidic,0.41,8%,
4296,6.8,0.24,0.29,Low,0.044,15.0,96.0,0.99-1.00,Acidic,0.64,10%,8.0
4297,7.3,0.19,0.27,High,0.057,45.0,155.0,0.99-1.00,Highly Acidic,0.41,8%,8.0
4298,7.4,0.27,0.52,,0.054,36.0,139.0,0.99-1.00,Acidic,0.62,10%,6.0
4299,5.7,0.28,0.35,Low,0.052,39.0,141.0,0.99-1.00,Acidic,0.69,11%,6.0
4300,5.8,0.22,0.25,Low,0.025,21.0,109.0,0.99-1.00,Acidic,0.58,10%,6.0
4301,6.7,0.27,0.69,Low,0.176,36.0,106.0,0.99-1.00,Highly Acidic,0.43,9%,6.0
4302,7.1,0.2,0.35,Low,0.034,21.0,107.0,0.99-1.00,Acidic,0.54,11%,6.0
4303,6.7,0.27,0.69,Low,0.171,36.0,106.0,0.99-1.00,Highly Acidic,0.43,9%,6.0
4304,7.1,0.23,0.3,Low,0.034,62.0,148.0,0.99-1.00,Acidic,0.56,11%,7.0
4305,7.6,0.31,0.52,High,0.042,61.0,148.0,0.99-1.00,Highly Acidic,0.47,9%,6.0
4306,7.2,0.34,0.28,Moderate,0.108,43.0,187.0,0.99-1.00,Highly Acidic,0.57,9%,5.0
4307,7.0,0.36,0.25,Low,0.015,14.0,13.0,<0.99,Highly Acidic,0.59,13%,6.0
4308,6.4,0.31,0.28,Low,0.039,34.0,137.0,<0.99,Acidic,0.38,12%,6.0
4309,7.3,0.28,0.35,Low,0.054,31.0,148.0,0.99-1.00,Acidic,0.47,10%,5.0
4310,7.4,0.16,0.3,Low,0.064,34.0,161.7,0.99-1.00,Acidic,0.42,11%,6.0
4311,6.4,0.31,0.27,Moderate,0.049,48.0,169.0,0.99-1.00,Acidic,0.45,11%,6.0
4312,6.4,0.31,0.28,,0.039,34.0,137.0,<0.99,Acidic,0.38,12%,6.0
4313,6.2,0.29,0.29,Low,0.046,35.0,178.0,0.99-1.00,Acidic,0.51,10%,5.0
4314,5.9,0.28,0.34,Low,0.04,50.0,194.0,0.99-1.00,Acidic,0.52,11%,6.0
4315,6.5,0.23,0.2,Moderate,0.05,44.0,179.0,0.99-1.00,Acidic,0.48,9%,5.0
4316,7.2,0.34,0.2,Low,0.063,52.0,203.0,0.99-1.00,Acidic,0.44,9%,6.0
4317,7.3,0.28,0.35,Low,0.054,31.0,148.0,0.99-1.00,Acidic,0.47,10%,5.0
4318,6.5,0.2,0.33,Low,0.039,36.0,110.0,0.99-1.00,Acidic,0.65,12%,6.0
4319,6.2,0.24,0.27,Low,0.039,30.0,123.0,<0.99,Acidic,0.37,12%,6.0
4320,7.1,0.31,0.25,,0.048,32.0,136.0,0.99-1.00,Acidic,0.4,9%,5.0
4321,6.4,0.29,0.21,Moderate,0.041,36.0,119.0,0.99-1.00,Highly Acidic,0.34,10%,6.0
4322,6.3,0.19,0.33,Moderate,0.063,63.0,133.0,0.99-1.00,Highly Acidic,0.41,9%,5.0
4323,5.9,0.29,0.28,Low,0.035,16.0,117.0,<0.99,Acidic,0.42,12%,6.0
4324,7.1,0.31,0.25,Moderate,0.048,32.0,136.0,0.99-1.00,Acidic,0.4,9%,
4325,6.5,0.3,0.28,Moderate,0.041,29.0,109.0,0.99-1.00,Highly Acidic,0.3,10%,6.0
4326,6.4,0.29,0.21,Moderate,0.041,36.0,119.0,0.99-1.00,Highly Acidic,0.34,10%,6.0
4327,6.5,0.22,0.19,Low,0.096,16.0,115.0,0.99-1.00,Acidic,0.44,9%,5.0
4328,7.0,0.23,0.28,Low,0.053,16.0,92.0,0.99-1.00,Acidic,0.56,9%,5.0
4329,7.1,0.23,0.23,Low,0.038,23.0,112.0,0.99-1.00,Acidic,0.37,11%,6.0
4330,6.1,0.26,0.28,Low,0.043,24.0,98.0,<0.99,Acidic,0.44,12%,6.0
4331,6.4,0.35,0.21,Low,0.051,46.0,171.0,0.99-1.00,Acidic,0.5,9%,5.0
4332,6.0,0.32,0.32,Low,0.041,40.0,186.0,0.99-1.00,Acidic,0.54,11%,6.0
4333,6.1,0.34,0.21,Low,0.042,17.0,133.0,0.99-1.00,Acidic,0.53,9%,5.0
4334,6.5,0.13,0.27,Low,0.035,32.0,76.0,0.99-1.00,Acidic,0.76,11%,
4335,6.5,0.315,0.2,Low,0.04,9.0,126.0,0.99-1.00,Highly Acidic,0.51,8%,5.0
4336,6.1,0.34,0.21,Low,0.042,17.0,133.0,0.99-1.00,Acidic,0.53,9%,5.0
4337,5.7,0.31,0.29,Moderate,0.05,33.0,143.0,0.99-1.00,Acidic,0.5,11%,6.0
4338,6.4,0.3,0.27,Low,0.058,27.0,151.0,0.99-1.00,Acidic,0.49,12%,
4339,7.0,0.24,0.26,Low,0.041,31.0,110.0,0.99-1.00,Acidic,0.53,11%,6.0
4340,6.5,0.13,0.27,Low,0.035,32.0,76.0,0.99-1.00,Acidic,0.76,11%,6.0
4341,6.4,0.26,0.21,Moderate,0.05,51.0,182.0,0.99-1.00,Acidic,0.48,9%,
4342,6.4,0.26,0.21,Moderate,0.05,51.0,182.0,0.99-1.00,Acidic,0.48,9%,5.0
4343,6.0,0.27,0.31,Low,0.043,54.0,170.0,0.99-1.00,Acidic,0.52,11%,6.0
4344,7.1,0.21,0.33,Low,0.039,34.0,97.0,0.99-1.00,Acidic,0.75,11%,6.0
4345,6.7,0.26,0.29,Moderate,0.036,28.0,100.0,0.99-1.00,Acidic,0.36,9%,6.0
4346,6.3,0.28,0.22,,0.04,30.0,111.0,0.99-1.00,Acidic,0.31,10%,4.0
4347,6.2,0.25,0.44,High,0.057,39.0,167.0,0.99-1.00,Acidic,0.51,9%,5.0
4348,6.2,0.25,0.44,High,0.057,39.0,167.0,0.99-1.00,Acidic,0.51,9%,5.0
4349,6.4,0.18,0.28,High,0.047,53.0,139.0,0.99-1.00,Acidic,0.35,10%,6.0
4350,6.3,0.2,0.26,Moderate,0.046,60.0,143.0,0.99-1.00,Acidic,0.35,10%,6.0
4351,6.6,0.24,0.22,Moderate,0.051,35.0,146.0,0.99-1.00,Acidic,0.67,9%,5.0
4352,7.4,0.27,0.26,Moderate,0.053,55.0,173.0,0.99-1.00,Acidic,0.6,9%,5.0
4353,7.4,0.27,0.26,,0.053,55.0,173.0,0.99-1.00,Acidic,0.6,9%,
4354,7.4,0.27,0.26,Moderate,0.053,55.0,165.1,0.99-1.00,Acidic,0.6,9%,
4355,6.6,0.24,0.22,Moderate,0.051,35.0,146.0,0.99-1.00,Acidic,0.67,9%,5.0
4356,7.4,0.27,0.26,Moderate,0.053,55.0,173.0,0.99-1.00,Acidic,0.6,9%,5.0
4357,7.1,0.38,0.29,High,0.041,30.0,137.0,0.99-1.00,Acidic,0.96,12%,6.0
4358,6.8,0.43,0.26,Low,0.043,40.0,176.0,0.99-1.00,Acidic,0.41,12%,6.0
4359,5.2,0.22,0.46,,0.066,41.0,187.0,0.99-1.00,Acidic,0.42,9%,5.0
4360,5.9,0.29,0.16,Moderate,0.044,48.0,197.0,0.99-1.00,Acidic,0.36,9%,5.0
4361,5.9,0.29,0.16,Moderate,0.044,48.0,197.0,0.99-1.00,Acidic,0.36,9%,5.0
4362,6.3,0.29,0.29,Low,0.037,32.0,140.0,<0.99,Acidic,0.36,12%,7.0
4363,5.7,0.29,0.16,Moderate,0.044,48.0,197.0,0.99-1.00,Acidic,0.36,9%,5.0
4364,6.3,0.29,0.29,Low,0.037,32.0,140.0,<0.99,Acidic,0.36,12%,7.0
4365,5.7,0.24,0.47,Low,0.069,35.0,182.0,0.99-1.00,Acidic,0.46,9%,5.0
4366,5.8,0.3,0.38,Low,0.039,22.0,86.0,<0.99,Acidic,0.58,13%,7.0
4367,7.1,0.27,0.27,Moderate,0.041,26.0,114.0,0.99-1.00,Acidic,0.52,11%,7.0
4368,5.8,0.3,0.38,Low,0.039,22.0,86.0,<0.99,Acidic,0.58,13%,7.0
4369,7.1,0.27,0.27,Moderate,0.041,26.0,114.0,0.99-1.00,Acidic,0.52,11%,7.0
4370,6.3,0.305,0.22,High,0.061,26.0,141.0,0.99-1.00,Acidic,0.5,9%,5.0
4371,5.7,0.24,0.47,Low,0.069,35.0,173.3,0.99-1.00,Acidic,0.46,9%,5.0
4372,6.2,0.22,0.28,Low,0.04,24.0,125.0,0.99-1.00,Acidic,0.48,10%,6.0
4373,6.6,0.22,0.23,High,0.047,37.0,118.0,0.99-1.00,Neutral,0.46,8%,6.0
4374,6.6,0.22,0.23,High,0.047,37.0,118.0,0.99-1.00,Acidic,0.46,8%,6.0
4375,6.6,0.22,0.23,High,0.047,37.0,118.0,0.99-1.00,Acidic,0.46,8%,6.0
4376,6.6,0.22,0.23,High,0.047,37.0,118.0,0.99-1.00,Acidic,0.46,8%,6.0
4377,6.2,0.22,0.28,Low,0.04,24.0,125.0,0.99-1.00,Acidic,0.48,10%,6.0
4378,6.2,0.22,0.28,Low,0.04,24.0,130.1,0.99-1.00,Acidic,0.48,10%,6.0
4379,6.6,0.22,0.23,High,0.047,38.8,118.0,0.99-1.00,Acidic,0.46,8%,
4380,6.1,0.22,0.5,Low,0.045,30.0,122.0,0.99-1.00,Acidic,0.49,9%,6.0
4381,6.2,0.21,0.52,Low,0.047,28.0,123.0,0.99-1.00,Acidic,0.49,9%,6.0
4382,6.3,0.32,0.26,Moderate,0.044,24.0,205.0,0.99-1.00,Acidic,0.58,9%,5.0
4383,6.9,0.44,0.27,Low,0.039,33.0,166.0,0.99-1.00,Acidic,0.42,12%,6.0
4384,6.1,0.31,0.34,Low,0.041,59.5,161.0,0.99-1.00,Acidic,0.47,10%,6.0
4385,8.1,0.36,0.59,High,0.051,60.0,134.0,0.99-1.00,Highly Acidic,0.39,8%,5.0
4386,6.6,0.38,0.28,Low,0.043,17.0,67.0,<0.99,Acidic,0.47,13%,
4387,6.7,0.24,0.26,Low,0.03,15.0,94.0,0.99-1.00,Acidic,0.38,12%,6.0
4388,6.9,0.56,0.26,Moderate,0.06,55.0,193.0,0.99-1.00,Acidic,0.44,9%,5.0
4389,7.2,0.24,0.24,Low,0.045,18.0,161.0,0.99-1.00,Acidic,0.53,11%,6.0
4390,6.5,0.29,0.3,Moderate,0.051,25.0,166.0,0.99-1.00,Acidic,0.56,11%,6.0
4391,6.7,0.28,0.28,Low,0.051,14.0,92.0,0.99-1.00,Acidic,0.58,11%,6.0
4392,6.5,0.29,0.3,,0.051,25.0,166.0,0.99-1.00,Acidic,0.56,11%,6.0
4393,6.1,0.21,0.19,,0.046,51.0,131.0,0.99-1.00,Acidic,0.39,10%,5.0
4394,7.2,0.47,0.16,,0.048,14.0,125.0,0.99-1.00,Acidic,0.49,9%,
4395,6.7,0.34,0.31,High,0.051,20.0,146.0,0.99-1.00,Acidic,0.54,9%,5.0
4396,6.6,0.27,0.25,Low,0.033,36.0,116.1,<0.99,Acidic,0.37,12%,6.0
4397,6.7,0.34,0.31,High,0.051,20.5,146.0,0.99-1.00,Acidic,0.54,9%,5.0
4398,7.2,0.47,0.16,Low,0.048,14.0,125.0,0.99-1.00,Acidic,0.49,9%,5.0
4399,5.0,0.35,0.25,Moderate,0.031,24.0,116.0,0.99-1.00,Acidic,0.4,11%,6.0
4400,5.0,0.35,0.25,,0.031,24.0,116.0,0.99-1.00,Acidic,0.4,11%,6.0
4401,4.4,0.46,0.1,Low,0.024,31.0,111.0,<0.99,Acidic,0.34,13%,6.0
4402,6.6,0.38,0.29,Low,0.035,15.0,101.0,<0.99,Acidic,0.37,12%,6.0
4403,7.3,0.3,0.25,Low,0.045,32.0,122.0,0.99-1.00,Acidic,0.54,10%,5.0
4404,6.4,0.28,0.22,Moderate,0.039,51.0,150.0,0.99-1.00,Acidic,0.43,10%,6.0
4405,6.9,0.29,0.25,Moderate,0.04,29.0,136.0,0.99-1.00,Acidic,0.65,10%,6.0
4406,6.3,0.3,0.19,,0.049,47.0,184.0,0.99-1.00,Acidic,0.48,9%,5.0
4407,6.3,0.39,0.22,Low,0.048,53.0,173.0,0.99-1.00,Acidic,0.45,9%,5.0
4408,6.6,0.38,0.29,Low,0.035,15.0,101.0,<0.99,Acidic,0.37,12%,6.0
4409,6.6,0.18,0.26,High,0.051,17.0,149.0,0.99-1.00,Acidic,0.43,9%,6.0
4410,6.0,0.28,0.29,High,0.051,36.0,174.0,0.99-1.00,Acidic,0.5,9%,5.0
4411,6.0,0.28,0.29,High,0.051,36.0,174.0,0.99-1.00,Acidic,0.5,9%,5.0
4412,6.0,0.28,0.29,High,0.051,36.0,174.0,0.99-1.00,Acidic,0.5,9%,5.0
4413,6.6,0.35,0.26,Low,0.045,19.0,129.0,<0.99,Acidic,0.48,13%,7.0
4414,5.9,0.22,0.18,Low,0.041,28.0,120.0,0.99-1.00,Acidic,0.5,9%,
4415,6.6,0.18,0.26,High,0.051,17.0,149.0,0.99-1.00,Acidic,0.43,9%,6.0
4416,7.7,0.28,0.24,Low,0.044,29.0,157.0,0.99-1.00,Acidic,0.56,10%,6.0
4417,7.1,0.42,0.2,Low,0.038,28.0,109.0,<0.99,Acidic,0.47,13%,6.0
4418,6.7,0.32,0.32,Low,0.031,31.0,114.0,<0.99,Acidic,0.35,12%,
4419,6.6,0.26,0.56,High,0.053,32.0,141.0,0.99-1.00,Acidic,0.49,9%,5.0
4420,6.6,0.26,0.56,High,0.053,32.0,141.0,0.99-1.00,Acidic,0.49,9%,5.0
4421,6.2,0.32,0.24,Low,0.051,34.0,149.0,0.99-1.00,Acidic,0.52,11%,5.0
4422,6.3,0.25,0.27,Low,0.054,40.0,158.0,0.99-1.00,Acidic,0.48,10%,
4423,6.2,0.21,0.24,Low,0.051,31.0,95.0,0.99-1.00,Acidic,0.57,11%,6.0
4424,6.4,0.23,0.27,Low,0.042,35.0,100.0,0.99-1.00,Acidic,0.63,10%,6.0
4425,4.7,0.145,0.29,Low,0.042,35.0,90.0,0.99-1.00,Acidic,0.49,11%,6.0
4426,6.2,0.2,0.28,Low,0.039,24.0,78.0,<0.99,Acidic,0.47,12%,6.0
4427,7.0,0.28,0.28,Low,0.039,12.0,83.0,0.99-1.00,Acidic,0.65,11%,5.0
4428,7.1,0.36,0.2,Low,0.271,24.0,140.0,0.99-1.00,Acidic,0.63,9%,5.0
4429,5.7,0.25,0.22,Moderate,0.049,50.0,125.0,0.99-1.00,Acidic,0.45,10%,6.0
4430,5.7,0.22,0.33,Low,0.036,37.0,110.0,<0.99,Acidic,0.58,12%,6.0
4431,6.0,0.2,0.38,Low,0.034,37.0,104.0,<0.99,Acidic,0.52,12%,6.0
4432,6.4,0.32,0.26,Moderate,0.05,53.0,180.0,0.99-1.00,Acidic,0.5,9%,5.0
4433,6.4,0.32,0.26,Moderate,0.05,53.0,180.0,0.99-1.00,Acidic,0.5,9%,5.0
4434,6.0,0.555,0.26,Low,0.053,17.0,126.0,0.99-1.00,Acidic,0.46,9%,5.0
4435,5.9,0.22,0.45,High,0.12,55.0,122.0,0.99-1.00,Acidic,0.35,12%,5.0
4436,6.4,0.32,0.26,Moderate,0.05,53.0,180.0,0.99-1.00,Acidic,0.5,9%,5.0
4437,6.2,0.3,0.33,Low,0.037,37.0,155.0,<0.99,Acidic,0.37,12%,6.0
4438,5.8,0.28,0.18,Low,0.058,6.9,6.0,0.99-1.00,Acidic,0.58,9%,4.0
4439,5.8,0.555,0.26,Low,0.053,17.4,15.0,0.99-1.00,Acidic,0.46,9%,5.0
4440,6.7,0.31,0.33,Low,0.033,12.0,74.0,0.99-1.00,Acidic,0.65,12%,6.0
4441,6.4,0.15,0.25,Moderate,0.05,13.0,68.0,0.99-1.00,Acidic,0.4,9%,6.0
4442,6.4,0.13,0.28,Low,0.045,32.0,87.0,0.99-1.00,Acidic,0.52,11%,6.0
4443,6.7,0.48,0.49,Low,0.03,28.0,122.0,<0.99,Acidic,0.4,13%,6.0
4444,6.7,0.48,0.49,Low,0.03,28.0,122.0,<0.99,Acidic,0.4,13%,6.0
4445,5.8,0.3,0.33,Low,0.033,25.0,116.0,0.99-1.00,Acidic,0.44,11%,6.0
4446,6.1,0.28,0.23,Low,0.038,13.0,95.0,<0.99,Highly Acidic,0.7,13%,6.0
